id,codice_ipa,categoria,name,seed_domain,fallbacks,n_fallbacks,fb_validator_reasons
IT-COM-057017,c_c749,L6,Comune di Cittareale,comune.cittareale.ri.it,comunecittareale.ri.it,1,comunecittareale.ri.it=NO:unrelated
IT-COM-057026,c_d124,L6,Comune di Cottanello,comune.cottanello.it,tiscali.it,1,tiscali.it=NO:unrelated
IT-COM-058010,c_a446,L6,Comune di Arsoli,comune.arsoli.rm.it,libero.it,1,libero.it=NO:unrelated
IT-COM-058037,c_D586,L6,Comune di Filacciano,comunefilaccianorm.it,comune.filacciano.rm.it,1,comune.filacciano.rm.it=NO:unrelated
IT-COM-058055,c_e908,L6,Comune di Marano Equo,comune.maranoequo.rm.it,comunemaranoequo.it,1,comunemaranoequo.it=NO:unrelated
IT-COM-058070,c_f865,L6,Comune di Nemi,comune.nemi.rm.it,comunedinemi.rm.it,1,comunedinemi.rm.it=NO:unrelated
IT-COM-058076,c_g444,L6,Comune di Percile,comunepercile.it,percilecomune.it,1,percilecomune.it=NO:unrelated
IT-COM-058093,c_h658,L6,Comune di Sacrofano,comune.sacrofano.rm.it,comunedisacrofano.it,1,comunedisacrofano.it=NO:unrelated
IT-COM-058103,c_i992,L6,Comune di Subiaco,comune.subiaco.rm.it,comunesubiaco.com,1,comunesubiaco.com=NO:unrelated
IT-COM-058109,c_l625,L6,Comune di Vallinfreda,comune.vallinfreda.rm.it,comunevallinfreda.rm.it,1,comunevallinfreda.rm.it=NO:unrelated
IT-COM-059013,c_e798,L6,Comune di Maenza,comune.maenza.latina.it,comunedimaenza.it;libero.it,2,comunedimaenza.it=NO:unrelated | libero.it=NO:unrelated
IT-COM-059023,c_h444,L6,Comune di Roccasecca Dei Volsci,comune.roccaseccadeivolsci.lt.it,gmail.com,1,gmail.com=NO:unrelated
IT-COM-060032,c_d483,L6,Comune di Falvaterra,falvaterra.workmm.com,libero.it,1,libero.it=NO:unrelated
IT-COM-060076,c_l009,L6,Comune di Supino,comunesupino.it,comune.supino.fr.it,1,comune.supino.fr.it=NO:unrelated
IT-COM-061017,C_B781,L6,Comune di Carinola,municipiodicarinola.it,comune.carinola.ce.it,1,comune.carinola.ce.it=NO:unrelated
IT-COM-063019,c_b924,L6,Comune di Casamicciola Terme,comune.casamicciolaterme.na.it,comunecasamicciola.it,1,comunecasamicciola.it=NO:unrelated
IT-COM-064120,c_m203,L6,Comune di Zungoli,comune.zungoli.av.it,comunezungoli.it,1,comunezungoli.it=NO:unrelated
IT-COM-065084,c_g063,L6,Comune di Omignano,comune.omignano.sa.it,virgilio.it;comuneomignano.it,2,virgilio.it=NO:unrelated | comuneomignano.it=NO:unrelated
IT-COM-066009,c_a667,L6,Comune di Barisciano,comunebarisciano.it,comune.barisciano.aq.it,1,comune.barisciano.aq.it=NO:unrelated
IT-COM-066015,c_b526,L6,Comune di Campo di Giove,comune.campodigiove.aq.it,comunecampodigiove.it,1,comunecampodigiove.it=NO:unrelated
IT-COM-066031,c_c279,L6,Comune di Castelvecchio Subequo,castelvecchio-subequo.it,katamail.com,1,katamail.com=NO:unrelated
IT-COM-066044,c_d736,L6,Comune di Fossa,comunedifossa.it,tin.it,1,tin.it=NO:unrelated
IT-COM-066097,c_i558,L6,Comune di Secinaro,secinaro.comnet-ra.it,comunesecinaro.it,1,comunesecinaro.it=NO:unrelated
IT-COM-067023,c_d179,L6,Comune di Crognaleto,comune.crognaleto.te.it,comunedicrognaleto.it,1,comunedicrognaleto.it=NO:unrelated
IT-COM-068031,c_g589,L6,Comune di Picciano,comunepicciano.pe.it,comune.picciano.pe.it,1,comune.picciano.pe.it=NO:unrelated
IT-COM-069029,c_d315,L6,Comune di Dogliola,dogliola.it,gmail.com,1,gmail.com=NO:unrelated
IT-COM-069036,c_d796,L6,Comune di Fresagrandinaria,comunefresagrandinaria.it,tiscali.it,1,tiscali.it=NO:unrelated
IT-COM-069066,c_g724,L6,Comune di Pizzoferrato,comunepizzoferrato.it,gmail.com,1,gmail.com=NO:unrelated
IT-COM-069072,c_h320,L6,Comune di Ripa Teatina,comuneripateatina.gov.it,comune.ripateatina.ch.it,1,comune.ripateatina.ch.it=NO:unrelated
IT-COM-070004,c_a971,L6,Comune di Bonefro,egov.hseweb.it,tiscali.it;tin.it,2,tiscali.it=NO:unrelated | tin.it=NO:unrelated
IT-COM-070054,c_g610,L6,Comune di Pietracupa,comune.pietracupa.cb.it,comunedipietracupa.it,1,comunedipietracupa.it=NO:unrelated
IT-COM-075075,c_i780,L6,Comune di Sogliano Cavour,comunedisoglianocavour.gov.it,comune.soglianocavour.le.it,1,comune.soglianocavour.le.it=NO:unrelated
IT-COM-076051,c_f568,L6,Comune di Montemilone,comunemontemilone.it,tiscali.it;comune.montemilone.pz.it,2,tiscali.it=NO:unrelated | comune.montemilone.pz.it=NO:unrelated
IT-COM-077006,c_c888,L6,Comune di Colobraro,colobraro.gov.it,rete.basilicata.it,1,rete.basilicata.it=NO:unrelated
IT-COM-079110,c_h976,L6,Comune di San Mango D'Aquino,comune.sanmangodaquino.cz.it,comunedisanmangodaquino.it,1,comunedisanmangodaquino.it=NO:unrelated
IT-COM-081018,c_h700,L6,Comune di Salemi,comune.salemi.trapani.it,cittadisalemi.it,1,cittadisalemi.it=NO:unrelated
IT-COM-086014,c_g580,L6,Comune di Piazza Armerina,comune.piazzaarmerina.en.it,comunepiazzaarmerina.it,1,comunepiazzaarmerina.it=NO:unrelated
IT-COM-091037,c_e441,L6,Comune di Lanusei,comune.lanusei.og.it,comunedilanusei.it,1,comunedilanusei.it=NO:unrelated
IT-COM-091042,c_e700,L6,Comune di Lotzorai,comune.lotzorai.nu.it,tiscali.it,1,tiscali.it=NO:unrelated
IT-COM-091077,c_i448,L6,Comune di Sarule,comune.sarule.nu.it,comunesarule.nu.it,1,comunesarule.nu.it=NO:unrelated
IT-COM-091089,c_l140,L6,Comune di Tertenia,comune.tertenia.nu.it,comunetertenia.it,1,comunetertenia.it=NO:unrelated
IT-COM-091097,c_l423,L6,Comune di Triei,comune.triei.nu.it,comunetriei.it,1,comunetriei.it=NO:unrelated
IT-COM-094007,c_b810,L6,Comune di Carovilli,comunecarovilli.is.it,carovilli.info,1,carovilli.info=NO:unrelated
IT-COM-094035,c_g606,L6,Comune di Pietrabbondante,comunepietrabbondante.is.it,pietrabbondante.com,1,pietrabbondante.com=NO:unrelated
IT-COM-095025,c_e972,L6,Comune di Marrubiu,comune.marrubiu.or.it,comunemarrubiu.it,1,comunemarrubiu.it=NO:unrelated
IT-COM-096005,c_a876,L6,Comune di Bioglio,comune.bioglio.bi.it,ptb.provincia.biella.it,1,ptb.provincia.biella.it=NO:unrelated
IT-COM-096006,c_b058,L6,Comune di Borriana,comune.borriana.bi.it,comuneborriana.info,1,comuneborriana.info=NO:unrelated
IT-COM-096021,c_d165,L6,Comune di Crevacuore,comune.crevacuore.bi.it,ptb.provincia.biella.it,1,ptb.provincia.biella.it=NO:unrelated
IT-COM-096031,c_f037,L6,Comune di Massazza,comune.massazza.bi.it,ptb.provincia.biella.it,1,ptb.provincia.biella.it=NO:unrelated
IT-COM-096054,c_h553,L6,Comune di Roppolo,comune.roppolo.bi.it,ptb.provincia.biella.it,1,ptb.provincia.biella.it=NO:unrelated
IT-COM-096064,c_i868,L6,Comune di Sostegno,comune.sostegno.bi.it,ptb.provincia.biella.it,1,ptb.provincia.biella.it=NO:unrelated
IT-COM-096066,c_l075,L6,Comune di Tavigliano,comune.tavigliano.bi.it,ptb.provincia.biella.it,1,ptb.provincia.biella.it=NO:unrelated
IT-COM-102030,c_h271,L6,Comune di Ricadi,comunericadi.gov.it,comune.ricadi.vv.it,1,comune.ricadi.vv.it=NO:unrelated
IT-COM-102033,c_h807,L6,Comune di San Costantino Calabro,comune.sancostantino.vv.it,libero.it,1,libero.it=NO:unrelated
IT-COM-109008,c_e208,L6,Comune di Grottazzolina,comune.grottazzolina.ap.it,comune-grottazzolina.it,1,comune-grottazzolina.it=NO:unrelated
IT-COM-109009,c_e447,L6,Comune di Lapedona,comune.lapedona.fm.it,ucvaldaso.it,1,ucvaldaso.it=NO:unrelated
IT-COM-111001,c_a359,L6,Comune di Arbus,comune.arbus.su.it,comunearbus.it,1,comunearbus.it=NO:unrelated
IT-COM-111005,c_a681,L6,Comune di Barumini,comunebarumini.it,comune.barumini.ca.it,1,comune.barumini.ca.it=NO:unrelated
IT-CONS-caidp,caidp,L6,Consorzio Acquedotto Intercomunale del Peschiera,farainsabina.gov.it,gmail.com,1,gmail.com=NO:unrelated
IT-CONS-cbsap,cbsap,L6,Consorzio Bassa Sabina Acqua Peschiera,consorzioacquapeschiera.it,pec.consorzioacquapeschiera.it,1,pec.consorzioacquapeschiera.it=OK:subdomain_or_parent
IT-CONS-cccfgnf,cccfgnf,L6,Consorzio Cimiteriale Fra I Comuni di Frattamaggiore Grumo Nevano e Frattaminore,consorziocimiterialefrattamaggiore.it,libero.it,1,libero.it=NO:unrelated
IT-CONS-cdssac,cdssac,L6,Consorzio dei Servizi Socio Assistenziali del Chierese,servizisocialichieri.it,cssac.it,1,cssac.it=NO:unrelated
IT-CONS-co_cmpd,co_cmpd,L6,Consorzio Polizia Municipale Padova Ovest,consorzio-polizia-municipale-padova-ovest.it,consorziopadovaovest.it,1,consorziopadovaovest.it=NO:unrelated
IT-CONS-cpso,cpso,L6,Consorzio Progetto Solidarieta',consorzioprogettosolidarieta.it,coprosol.it,1,coprosol.it=NO:unrelated
IT-CONS-updi,updi,L5,Unione Province D'Italia,provinceditalia.it,upinet.it,1,upinet.it=NO:unrelated
IT-L1-amp_021,amp_021,L1,Azienda Musei Provinciali di Bolzano,azienda-musei.provincia.bz.it,museiprovinciali.it,1,museiprovinciali.it=NO:unrelated
IT-L1-asbucdo,asbucdo,L1,Amministrazione Separata Beni Uso Civico Dobbiaco,comunedobbiaco.bz.it,rolmail.net,1,rolmail.net=NO:unrelated
IT-L1-asbucter,asbucter,L1,Amministrazione Separata Beni Usi Civici di Termon,asuctermon.altervista.org,virgilio.it,1,virgilio.it=NO:unrelated
IT-L1-asbucvt,asbucvt,L1,Amministrazione Separata Beni Usi Civici di Grotte Santo Stefano,cloud.urbi.it,virgilio.it,1,virgilio.it=NO:unrelated
IT-L1-asde,asde,L1,Agenzia Sarda Delle Entrate,agenziasardaentrate.it,regione.sardegna.it,1,regione.sardegna.it=NO:pa_shared_platform_out_of_scope:regione.sardegna.it
IT-L1-cavriago,cavriago,L1,Cavriagoservizi,cavriagoservizi.it,comune.cavriago.re.it,1,comune.cavriago.re.it=NO:unrelated
IT-L1-cdeop,cdeop,L1,Commissario Delegato Ex O.P.C.M. N.3858 del 12.03.2010,sites.google.com,gmail.com,1,gmail.com=NO:unrelated
IT-L1-cdetm,cdetm,L1,Commissario Delegato Emergenza Traffico e Mobilita' Province di Tv e Vi,commissariopedemontana.it,pec.commissariopedemontana.it,1,pec.commissariopedemontana.it=OK:subdomain_or_parent
IT-L1-cgri_083,cgri_083,L1,Consorzio di Gestione e Ripopolamento Ittico della Fascia Costiera Eoliana,consitticopatti.it,regione.sicilia.it;gmail.com;tiscali.it,3,regione.sicilia.it=NO:pa_shared_platform_out_of_scope:regione.sicilia.it | gmail.com=NO:unrelated | tiscali.it=NO:unrelated
IT-L1-cslpad,cslpad,L1,Commissario Straordinario per La Progettazione Affidamento e La Realizzazione Dei Lavori Relativi al Nuovo Depuratore Nell Agglomerato di Mondragone,commissariostraordinariodepuratori.it,pec.commissariostraordinariodepuratori.it,1,pec.commissariostraordinariodepuratori.it=OK:subdomain_or_parent
IT-L1-cslpl,cslpl,L1,Commissario Straordinario per La Progettazione L Affidamento e La Realizzazione Dei Lavori di Adeguamento del Depuratori di Napoli Est,commissariostraordinariodepuratori.it,pec.commissariostraordinariodepuratori.it,1,pec.commissariostraordinariodepuratori.it=OK:subdomain_or_parent
IT-L1-eslpi,eslpi,L1,Ente Siciliano per La Promozione Industriale in Liquidazione,espi-ems.it,tiscali.it,1,tiscali.it=NO:unrelated
IT-L1-icm_rg9v,icm_rg9v,L1,Istituto Culturale Mocheno,bersntol.it,kib.it,1,kib.it=NO:unrelated
IT-L1-icms_,icms_,L1,Istituzione Comunale Marsala Schola,marsalaschola.it,comune.marsala.tp.it,1,comune.marsala.tp.it=NO:unrelated
IT-L1-scpli,scpli,L1,Scuola Comunale Professionale a . Lattes - Istituzione del Comune di Cuneo,scuolalattes.it,pec.scuolalattes.it,1,pec.scuolalattes.it=OK:subdomain_or_parent
IT-L1-sppacrm,sppacrm,L1,Scuola Professionale Provinciale Alberghiera Cesare Ritz di Merano,ritz.fpbz.it,scuola.alto-adige.it,1,scuola.alto-adige.it=NO:pa_shared_platform_out_of_scope:scuola.alto-adige.it
IT-L1-sppaea,sppaea,L1,Centro di formazione professionale Emma Hellenstainer gastronomia e culinaria Bressanone,hellenstainer.berufsschule.it,schule.suedtirol.it,1,schule.suedtirol.it=NO:pa_shared_platform_out_of_scope:schule.suedtirol.it
IT-L1-sppasm,sppasm,L1,Scuola Professionale Provinciale Alberghiera Savoy Merano,savoy.berufsschule.it,schule.suedtirol.it,1,schule.suedtirol.it=NO:pa_shared_platform_out_of_scope:schule.suedtirol.it
IT-L1-spps,spps,L1,Centro di formazione professionale Silandro - Berufsbildungszentrum Schlanders,schlanders.berufsbildungszentrum.it,schule.suedtirol.it,1,schule.suedtirol.it=NO:pa_shared_platform_out_of_scope:schule.suedtirol.it
IT-L1-uamt,uamt,L1,Universita Agraria di Mugnano in Teverina,pec.agrariamugnano.net,gmail.com,1,gmail.com=NO:unrelated
IT-L1-ucslpro,ucslpro,L1,Ufficio del Commissario Straordinario per La Progettazione Affidamento e Realizzazione Dei Lavori Relativi alla Depurazione Delle Acque Reflue Nei Comuni di Crotone Castrovillari Montebello Ionico Pizzo Ionadi,depurazionecalabria.it,pec.depurazionecalabria.it,1,pec.depurazionecalabria.it=OK:subdomain_or_parent
IT-L10-EPTI,EPTI,L10,Ente Provinciale per il Turismo di Isernia,moliseturismo.eu,molisedati.it,1,molisedati.it=NO:unrelated
IT-L10-epitc,epitc,L10,Ente Provinciale per Il Turismo di Campobasso,eptmolise.it,molisedati.it,1,molisedati.it=NO:unrelated
IT-L11-APTri,APTri,L11,Autorita' di Sistema Portuale del Mar Adriatico Orientale,adspmao.it,porto.trieste.it,1,porto.trieste.it=NO:unrelated
IT-L12-CMAMSZ,CMAMSZ,L12,Comunita' Montana Aventino Medio Sangro Zona Q,aventino-mediosangro.com,tiscalinet.it,1,tiscalinet.it=NO:unrelated
IT-L12-CMCVB,CMCVB,L12,Comunita' Montana Cigno Valle Biferno,montanacigno.com,tin.it,1,tin.it=NO:unrelated
IT-L12-cadip,cadip,L12,Comunita' dell'Arcipelago Delle Isole Ponziane,arcipelagoponziano.it,gmail.com,1,gmail.com=NO:unrelated
IT-L12-cc_bress,cc_bress,L12,Comunita' Comprensoriale Valle Isarco,bzgeisacktal.it,bzgeis.org,1,bzgeis.org=NO:unrelated
IT-L12-cm_monmau,cm_monmau,L12,Comunita' Montana Trigno Monte Mauro,comunitamontanamontemauro.it,virgilio.it,1,virgilio.it=NO:unrelated
IT-L12-cm_vgsp,cm_vgsp,L12,Comunita' Montana Valli Genovesi Scrivia e Polcevera,cmvalligenovesi.it,regione.liguria.it,1,regione.liguria.it=NO:pa_shared_platform_out_of_scope:regione.liguria.it
IT-L12-cm_voltu,cm_voltu,L12,Comunita' Montana Volturno,comunitamontanavolturno.net,gmail.com,1,gmail.com=NO:unrelated
IT-L12-cmasa,cmasa,L12,Comunita' Montana Alto Sangro e Altopiano Delle Cinquemiglia,comunitamontanaaltosangro.it,pec.comunitamontanaaltosangro.it,1,pec.comunitamontanaaltosangro.it=OK:subdomain_or_parent
IT-L12-cmdl,cmdl,L12,Comunita' Montana della Laga,cmlaga.gov.it,virgilio.it,1,virgilio.it=NO:unrelated
IT-L12-cmp_aq,cmp_aq,L12,Comunita Montana Peligna,comunitamontanapeligna.it,peligna.it,1,peligna.it=NO:unrelated
IT-L12-cms_078,cms_078,L12,Comunita Montana Silana,comunitamontanasilana.it,pec.comunitamontanasilana.it,1,pec.comunitamontanasilana.it=OK:subdomain_or_parent
IT-L12-cmsal_rc,cmsal_rc,L12,COMUNITA MONTANA STILARO ALLARO LIMINA,stilaroallarolimina.it,yahoo.com,1,yahoo.com=NO:unrelated
IT-L15-cidsc_mi,cidsc_mi,L15,C.I.Di.S. Consorzio Pubblico Interuniversitario per Il Diritto allo Studio Universitario,consorziocidis.it,pec.consorziocidis.it,1,pec.consorziocidis.it=OK:subdomain_or_parent
IT-L16-tcbdf,tcbdf,L16,Teatro Comunale di Bologna Fondazione,tcbo.it,comunalebologna.it,1,comunalebologna.it=NO:unrelated
IT-L18-HS18CSGA,HS18CSGA,L18,"UNIONE DEI COMUNI ""GELA BUTERA NISCEMI""",unionefuagela.it,comune.gela.cl.it,1,comune.gela.cl.it=NO:unrelated
IT-L18-c_d629U,c_d629U,L18,Unione di Comuni Montana Lunigiana,unionedicomunimontanalunigiana.it,ucml.it,1,ucml.it=NO:unrelated
IT-L18-c_i328wp,c_i328wp,L18,Unione Comuni Vette Dei Nebrodi,vettedeinebrodi.it,pec.vettedeinebrodi.it;tiscali.it,2,pec.vettedeinebrodi.it=OK:subdomain_or_parent | tiscali.it=NO:unrelated
IT-L18-u_075,u_075,L18,Unione dei Comuni Union3,union3.gov.it,unionedicomuniunion3.le.it,1,unionedicomuniunion3.le.it=NO:unrelated
IT-L18-uccrta,uccrta,L18,Unione di Comunita' Collinare Roero Tartufo Ed Arneis,unionecollinareroero.it,ruparpiemonte.it,1,ruparpiemonte.it=NO:pa_shared_platform_out_of_scope:ruparpiemonte.it
IT-L18-uco,uco,L18,Unione della Costa Orientale,comunicostaorientale.it,gmail.com;comune.santacesareaterme.le.it,2,gmail.com=NO:unrelated | comune.santacesareaterme.le.it=NO:unrelated
IT-L18-ucvda,ucvda,L18,Unione Comuni della Val D'Aia,cms.tp-srl.it,libero.it,1,libero.it=NO:unrelated
IT-L18-ucvp,ucvp,L18,Unione di Comuni Valle del Patri,unionevalledelpatri.it,castroreale.it,1,castroreale.it=NO:unrelated
IT-L18-ucvt,ucvt,L18,Unione Comuni Valle del Tirreno,unionecomunivalledeltirreno.gov.it,gmail.com,1,gmail.com=NO:unrelated
IT-L18-udc_061,udc_061,L18,Unione Dei Comuni Area Caserta Sud-ovest,unionecso.gov.it,pec.unionecso.gov.it,1,pec.unionecso.gov.it=OK:subdomain_or_parent
IT-L18-udcb,udcb,L18,Unione Dei Comuni Besa,unibesa.it,gmail.com,1,gmail.com=NO:unrelated
IT-L18-udcbvafp,udcbvafp,L18,Unione Dei Comuni Bassa Val D'Arda Fiume Po,unionebassavaldardafiumepo.it,sintranet.it,1,sintranet.it=NO:unrelated
IT-L18-udccm,udccm,L18,Unione Dei Comuni di Crispiano Massafra Statte,unionedeicomuni.gov.it,comunedimassafra.it,1,comunedimassafra.it=NO:unrelated
IT-L18-udccnt,udccnt,L18,Unione Dei Comuni Comprensorio di Naxos e Taormina,unionecomuninaxostaormina.it,comune.giardini-naxos.me.it,1,comune.giardini-naxos.me.it=NO:unrelated
IT-L18-udccromo,udccromo,L18,Unione Dei Comuni Castelli Tra Roero e Monferrato,unionecastelliroeromonferrato.it,gmail.com,1,gmail.com=NO:unrelated
IT-L18-udcdt,udcdt,L18,Unione Dei Comuni della Teverina,unionecomuniteverina.it,comunebagnoregio.it,1,comunebagnoregio.it=NO:unrelated
IT-L18-udcer_0,udcer_0,L18,Unione Dei Comuni dall'Eleuterio a Rocca Busambra,eleuterio-roccabusambra.it,comune.marineo.pa.it,1,comune.marineo.pa.it=NO:unrelated
IT-L18-udcfle,udcfle,L18,Unione Dei Comuni di Francofonte e Licodie Eubea,unioneterredelleacque.it,pec.unioneterredelleacque.it;gmail.com,2,pec.unioneterredelleacque.it=OK:subdomain_or_parent | gmail.com=NO:unrelated
IT-L18-udcist,udcist,L18,Unione Dei Comuni dell'Istmo,unioneistmo.it,pec.unioneistmo.it,1,pec.unioneistmo.it=OK:subdomain_or_parent
